sequence,action,long_probability_ppm,short_probability_ppm,hold_probability_ppm
183736,hold,382795,340382,276823
183796,hold,418708,310540,270752
183856,long,601240,276777,121983
183916,hold,280025,269261,450714
183976,hold,346070,316516,337414
184036,hold,283760,309494,406746
184096,hold,350500,392995,256505
184156,hold,557390,282581,160029
184216,hold,509588,411738,78674
184276,hold,261626,297899,440475
184336,hold,286453,289472,424075
184396,hold,474111,293884,232006
184456,hold,269551,308733,421717
184516,hold,318618,283214,398168
184576,hold,281628,268265,450108
184636,hold,229219,243178,527602
184696,hold,230240,279856,489903
184756,hold,308480,302133,389387
184816,hold,397307,383133,219560
184876,hold,532994,302403,164603
184936,hold,381999,323609,294393
184996,hold,228684,246201,525115
185056,hold,362502,367687,269811
185116,hold,251247,229875,518879
185176,hold,322596,392503,284901
185236,hold,435283,427130,137587
185296,hold,397914,360749,241337
185356,hold,385348,274342,340309
185416,hold,254579,246862,498559
185476,hold,277137,337408,385455
185536,hold,262272,284104,453623
185596,hold,225456,309199,465345
185656,hold,229310,237094,533596
185716,hold,259272,284937,455791
185776,hold,255117,275678,469205
185836,hold,258791,216528,524681
185896,hold,217373,202655,579972
185956,hold,170956,180898,648146
186016,hold,205473,222298,572229
186076,hold,187914,188478,623608
186136,hold,272377,282790,444833
186196,hold,261410,286429,452161
186256,hold,281275,247983,470742
186316,hold,249325,327287,423388
186376,hold,284870,286900,428230
186436,hold,235266,303613,461121
186496,hold,258480,227144,514376
186556,hold,189640,200691,609669
186616,hold,213087,218897,568017
186676,hold,238006,238635,523358
186736,hold,230584,275322,494093
186796,hold,201053,222423,576524
186856,hold,269718,264669,465613
186916,hold,187877,199856,612267
186976,hold,280087,274856,445056
187036,hold,249687,246407,503906
187096,hold,260222,279079,460699
187156,hold,434757,460061,105182
187216,hold,378794,480983,140223
187276,hold,381438,362746,255816
187336,hold,250567,339786,409647
187396,hold,329878,316084,354037
187456,hold,349181,307964,342855
187516,hold,231295,303287,465418
187576,hold,237045,294254,468701
187636,hold,272664,288559,438777
187696,hold,430551,225130,344319
187756,hold,434593,302263,263143
187816,hold,212947,242103,544949
187876,hold,220580,260307,519113
187936,hold,307939,275726,416335
187996,hold,273383,288917,437701
188056,hold,436797,340028,223174
188116,hold,337724,338352,323924
188176,hold,380426,371327,248247
188236,hold,316701,307687,375611
188296,hold,297110,311747,391142
188356,hold,379173,285611,335216
188416,hold,247004,300220,452776
188476,hold,244592,325680,429729
188536,hold,336160,377544,286296
188596,hold,329915,294084,376001
188656,hold,426137,300173,273689
188716,hold,373073,436103,190824
188776,hold,369584,295989,334427
188836,hold,299610,278438,421952
188896,hold,320297,288699,391004
188956,hold,255280,248355,496366
189016,hold,208820,222668,568512
189076,hold,547732,321697,130570
189136,hold,463765,247034,289201
189196,hold,234656,219999,545345
189256,hold,331018,279366,389616
189316,hold,252652,268814,478533
189376,hold,313256,292795,393949
189436,hold,351763,375001,273236
189496,hold,467226,420609,112164
189556,hold,514370,337754,147876
189616,hold,457470,343920,198610
189676,hold,241033,256967,502000
189736,hold,352509,470572,176919
189796,hold,589833,316794,93372
189856,hold,442194,261191,296615
189916,hold,302426,281038,416536
189976,hold,323204,265188,411608
190036,hold,259265,284669,456066
190096,hold,301302,333743,364955
190156,hold,478668,289945,231388
190216,hold,333566,327701,338733
190276,hold,340421,345218,314361
190336,hold,340895,326758,332346
190396,hold,286212,261905,451883
190456,hold,261499,264982,473519
190516,hold,241246,214815,543939
190576,hold,265163,229173,505664
190636,hold,243074,228587,528339
190696,hold,269471,282307,448222
190756,hold,208895,221180,569925
190816,hold,276790,277918,445292
190876,hold,421161,295228,283611
190936,hold,584201,343444,72355
190996,hold,399462,369168,231370
191056,hold,313103,495900,190997
191116,hold,203698,315031,481270
191176,hold,392586,267797,339617
191236,hold,251120,259125,489756
191296,hold,237724,276471,485805
191356,hold,388111,248226,363662
191416,hold,306129,327341,366530
191476,hold,299176,263870,436954
191536,hold,253056,256403,490541
191596,hold,345892,310398,343709
191656,hold,244048,307311,448641
191716,hold,239297,240906,519798
191776,hold,250090,246612,503299
191836,hold,275419,277746,446835
191896,hold,189408,199381,611211
191956,hold,248170,291368,460462
192016,hold,290007,321905,388088
192076,hold,296724,326933,376343
192136,hold,318455,300262,381282
192196,hold,257781,268161,474058
192256,hold,252289,218488,529223
192316,hold,333717,246706,419577
192376,hold,526223,343922,129854
192436,hold,386585,336554,276861
192496,hold,252316,273158,474526
192556,hold,319375,331600,349025
192616,hold,289436,315225,395339
192676,hold,369508,279738,350755
192736,hold,216025,283499,500476
192796,hold,260778,227656,511566
192856,hold,168915,174150,656934
192916,hold,225753,224193,550055
192976,hold,360252,303202,336546
193036,hold,215867,295339,488794
193096,hold,361114,276323,362563
193156,hold,240679,266679,492642
193216,hold,303891,258478,437630
193276,hold,225124,239613,535263
193336,hold,317295,298842,383863
193396,hold,263336,264006,472658
193456,hold,334698,270502,394800
193516,hold,265609,252055,482336
193576,hold,338806,305177,356017
193636,hold,406375,293921,299704
193696,hold,240821,251388,507791
193756,hold,394802,303655,301543
193816,hold,373256,423119,203625
193876,hold,466997,315471,217532
193936,hold,266968,317930,415102
193996,hold,303436,315228,381336
194056,hold,283519,318391,398090
194116,hold,268929,291348,439723
194176,hold,387984,356120,255897
194236,hold,272794,319672,407535
194296,hold,495388,306680,197932
194356,hold,266274,313355,420371
194416,hold,418009,279108,302884
194476,hold,300574,328115,371311
194536,hold,319467,289965,390568
194596,hold,309453,280089,410458
194656,hold,245305,254897,499797
194716,hold,267598,248297,484105
194776,hold,291717,223041,485241
194836,hold,252297,240810,506893
194896,hold,426194,319334,254471
194956,hold,255302,268064,476633
195016,hold,283086,317801,399113
195076,hold,225688,234513,539799
195136,hold,260687,281457,457856
195196,hold,212145,212691,575164
195256,hold,429397,308591,262012
195316,hold,346555,353948,299497
195376,hold,335554,269421,395026
195436,hold,337468,279159,383373
195496,hold,322965,248354,428682
195556,hold,260775,292106,447119
195616,hold,180705,199205,620090
195676,hold,331605,365894,302502
195736,hold,242696,327006,430299
195796,hold,296611,264522,438867
195856,hold,267245,368302,364453
195916,hold,301786,303742,394473
195976,hold,332468,327081,340451
196036,hold,290714,274480,434806
196096,hold,283670,284161,432169
196156,hold,172647,177452,649901
196216,hold,224240,211415,564344
196276,hold,188456,184127,627418
196336,hold,172730,262644,564626
196396,hold,269298,308144,422557
196456,hold,279286,276423,444291
196516,hold,239187,299937,460876
196576,hold,244161,236156,519683
196636,hold,231728,224043,544229
196696,hold,303200,252833,443967
196756,hold,224309,229962,545729
196816,hold,224286,211017,564697
196876,hold,189214,194596,616190
196936,hold,379577,424498,195925
196996,hold,225615,217861,556524
197056,hold,227561,208396,564043
197116,hold,298429,274244,427326
197176,hold,312842,295856,391302
197236,hold,222525,239401,538074
197296,hold,212136,188468,599395
197356,hold,200138,214072,585789
197416,hold,200682,198745,600573
197476,hold,191484,290674,517842
197536,hold,245281,269473,485246
197596,hold,227872,267477,504651
197656,hold,219589,279713,500698
197716,hold,235035,211910,553055
197776,hold,178937,302958,518105
197836,hold,205934,221472,572594
197896,hold,251309,246496,502195
197956,hold,188808,178178,633013
198016,hold,222890,204960,572150
198076,hold,206062,255300,538638
198136,hold,222434,309378,468188
198196,hold,325744,300693,373562
198256,hold,301410,337779,360811
198316,hold,348572,320049,331379
198376,hold,589341,250753,159906
198436,hold,348498,405046,246456
198496,hold,314249,322602,363149
198556,hold,362093,283158,354749
198616,hold,362117,376915,260968
198676,hold,344953,270967,384080
198736,hold,195971,377461,426568
198796,hold,537432,267872,194696
198856,hold,387484,336777,275740
198916,hold,296153,404098,299749
198976,hold,326557,369692,303751
199036,hold,471622,340444,187933
199096,hold,365094,456064,178842
199156,hold,436505,370140,193355
199216,hold,299967,328040,371993
199276,hold,350281,257189,392530
199336,hold,249368,320617,430014
199396,hold,292641,277995,429363
199456,hold,324327,332958,342715
199516,hold,331723,335145,333132
199576,hold,401594,322615,275791
199636,hold,338802,352326,308872
199696,hold,310968,333127,355904
199756,hold,133028,384134,482838
199816,hold,281242,350863,367895
199876,hold,447118,325812,227070
199936,hold,253668,319562,426770
199996,hold,231003,249801,519196
200056,hold,282461,326824,390715
200116,hold,262786,293736,443478
200176,hold,412324,352804,234872
200236,hold,430446,413879,155674
200296,hold,410888,318672,270440
200356,hold,302029,256379,441592
200416,hold,268785,308074,423141
200476,hold,286132,316040,397829
200536,hold,322506,284490,393004
200596,hold,349850,339600,310550
200656,hold,320105,266552,413343
200716,hold,268791,290951,440258
200776,hold,219158,220586,560256
200836,hold,261806,321756,416438
200896,hold,215834,213223,570943
200956,hold,273395,259192,467413
201016,hold,449199,339731,211070
201076,hold,352082,283668,364250
201136,hold,256466,296304,447230
201196,hold,228941,513306,257752
201256,hold,299061,275984,424955
201316,hold,490544,349446,160010
201376,hold,234475,304009,461516
201436,hold,432281,433532,134186
201496,hold,328505,407909,263585
201556,hold,389519,298502,311979
201616,hold,429601,274293,296106
201676,hold,382815,375880,241305
201736,hold,238345,360898,400757
201796,hold,283953,298258,417789
201856,hold,256808,239731,503461
201916,hold,379677,336490,283834
201976,hold,293350,308112,398538
202036,hold,365768,471692,162539
202096,hold,347450,320441,332110
202156,hold,252625,283827,463548
202216,hold,356096,363234,280670
202276,hold,279162,279955,440883
202336,hold,308257,247171,444572
202396,hold,267495,282635,449870
202456,hold,332202,359567,308231
202516,short,168634,633607,197759
202576,hold,423003,447071,129925
202636,hold,428214,550172,21614
202696,hold,496686,323925,179389
202756,hold,472086,438213,89701
202816,hold,248962,361349,389689
202876,hold,309189,339481,351330
202936,hold,280345,279052,440603
202996,hold,281908,485952,232140
203056,hold,430654,495142,74204
203116,hold,429720,450233,120047
203176,hold,398986,446203,154811
203236,hold,302532,355014,342454
203296,hold,293185,328716,378099
203356,hold,413640,291240,295120
203416,hold,295198,353527,351275
203476,hold,445740,320979,233281
203536,hold,272252,275545,452203
203596,hold,392577,342482,264941
203656,hold,276020,291164,432816
203716,hold,311182,312672,376146
203776,hold,352451,325284,322265
203836,hold,227518,316844,455638
203896,hold,576523,391221,32257
203956,hold,340077,403239,256684
204016,hold,400947,350086,248967
204076,hold,203251,303536,493213
204136,hold,370884,287703,341413
204196,hold,336466,306229,357305
204256,hold,306026,301205,392770
204316,hold,366642,281773,351585
204376,hold,311687,284206,404107
204436,hold,225525,215725,558750
204496,hold,256136,327452,416413
204556,hold,350979,335840,313181
204616,hold,302907,305477,391617
204676,hold,254035,257890,488075
204736,hold,276623,346783,376594
204796,hold,275604,284570,439826
204856,hold,293863,323095,383042
204916,hold,337614,296027,366358
204976,hold,231025,250794,518182
205036,hold,300756,293131,406113
205096,hold,263600,317644,418755
205156,hold,214139,200668,585193
205216,long,948905,48571,2524
205276,hold,507516,353765,138719
205336,hold,404228,348205,247567
205396,hold,448118,360132,191750
205456,hold,512747,417261,69992
205516,hold,478660,337745,183595
205576,hold,354588,343534,301878
205636,hold,387709,375158,237134
205696,hold,255428,385824,358748
205756,hold,540364,239270,220366
205816,hold,433895,352687,213418
205876,hold,356879,299409,343712
205936,hold,472107,440434,87459
205996,hold,334546,309939,355515
206056,hold,459050,239869,301081
206116,hold,271450,276793,451757
206176,hold,236214,291798,471988
206236,hold,260283,296478,443239
206296,hold,228647,252873,518481
206356,hold,306060,260361,433579
206416,hold,243644,310277,446079
206476,hold,235410,290276,474313
206536,hold,236746,222715,540538
206596,hold,263658,388840,347502
206656,hold,305138,324276,370587
206716,hold,290119,340308,369574
206776,hold,346451,232205,421344
206836,hold,273328,293555,433117
206896,hold,267980,287868,444152
206956,hold,299495,292124,408381
207016,hold,219232,227417,553351
207076,hold,259836,218107,522057
207136,hold,261133,213729,525138
207196,hold,235481,294816,469702
207256,hold,245749,248796,505455
207316,hold,216974,464159,318867
207376,hold,355010,364064,280926
207436,hold,404247,368372,227381
207496,hold,352717,309015,338268
207556,hold,313911,291758,394331
207616,hold,166238,263980,569782
207676,hold,138652,150971,710376
207736,hold,265966,297128,436907
207796,hold,260897,303089,436013
207856,hold,344249,277888,377863
207916,hold,365116,347354,287530
207976,hold,297165,280037,422798
208036,hold,318266,310446,371288
208096,hold,319813,339280,340907
208156,hold,233066,251981,514952
208216,hold,232842,239086,528073
208276,hold,312032,307419,380549
208336,hold,362251,384550,253200
208396,hold,326845,255529,417626
208456,hold,281338,276122,442539
208516,hold,209337,180873,609790
208576,hold,200625,234866,564509
208636,hold,313425,276451,410124
208696,short,192344,638530,169127
208756,hold,249631,342114,408255
208816,hold,299665,260168,440167
208876,hold,271235,319995,408770
208936,hold,261184,299588,439228
208996,hold,256689,254716,488595
209056,hold,200780,245136,554084
209116,hold,209815,217439,572747
209176,hold,238455,292047,469498
209236,hold,318797,387434,293769
209296,hold,228251,246385,525364
209356,hold,239955,229536,530509
209416,hold,257209,267260,475531
209476,hold,198621,206139,595241
209536,hold,218350,231324,550326
209596,hold,277538,250256,472207
209656,hold,308540,300481,390979
209716,hold,298718,264519,436763
209776,hold,314958,377343,307699
209836,hold,283737,319352,396911
209896,hold,342279,333620,324101
209956,hold,306819,293397,399784
210016,hold,242537,237765,519698
210076,hold,207063,223179,569759
210136,hold,331642,390376,277983
210196,hold,217381,251438,531181
210256,hold,324702,307079,368219
210316,long,676284,281664,42052
210376,hold,425409,382549,192042
210436,hold,361620,454329,184051
210496,hold,221254,235625,543121
210556,hold,327053,352878,320069
210616,hold,320748,331803,347450
210676,hold,298628,258955,442417
210736,hold,240587,298620,460793
210796,hold,212942,231820,555238
210856,hold,246368,229268,524363
210916,hold,234564,264989,500447
210976,hold,226412,206697,566891
211036,short,81634,628363,290004
211096,hold,472843,402643,124515
211156,hold,571353,371362,57284
211216,hold,312785,357307,329908
211276,hold,380313,293589,326098
211336,hold,271818,278988,449194
211396,hold,295602,310005,394393
211456,hold,323890,231050,445060
211516,hold,264046,357985,377969
211576,hold,390521,293427,316052
211636,hold,307779,296723,395498
211696,hold,236697,303382,459921
211756,hold,273612,337566,388822
211816,hold,342975,361976,295049
211876,hold,275976,280715,443309
211936,hold,204371,186067,609561
211996,hold,192954,209107,597939
212056,hold,462960,260324,276716
212116,hold,220753,220359,558888
212176,hold,220847,240190,538963
212236,hold,254539,259899,485562
212296,hold,308884,310787,380329
212356,hold,284556,285866,429578
212416,hold,254808,196212,548980
212476,hold,236902,244771,518327
212536,hold,350212,365859,283929
212596,hold,352563,331688,315749
212656,hold,375258,307050,317693
212716,hold,363932,319987,316081
212776,hold,255703,239642,504656
212836,hold,324269,330663,345068
212896,hold,256638,282846,460516
212956,hold,233502,239369,527129
213016,hold,252939,278732,468329
213076,hold,311152,353468,335380
213136,hold,397599,296968,305433
213196,hold,282633,303185,414182
213256,hold,273611,279298,447091
213316,hold,217712,248882,533406
213376,hold,224459,276853,498689
213436,hold,397721,332040,270240
213496,hold,226262,205794,567944
213556,hold,291904,307973,400123
213616,hold,236987,209764,553249
213676,hold,234196,340169,425635
213736,hold,277636,261326,461038
213796,hold,295967,308944,395090
213856,hold,197276,275551,527173
213916,hold,273153,264050,462797
213976,hold,457317,324238,218444
214036,hold,424124,395015,180861
