sequence,action,long_probability_ppm,short_probability_ppm,hold_probability_ppm
18841,hold,293516,298984,407501
18901,hold,301703,298930,399367
18961,hold,305884,299835,394281
19021,hold,299863,298228,401909
19081,hold,312670,293079,394251
19141,hold,305040,304852,390108
19201,hold,299855,287804,412341
19261,hold,294544,294651,410805
19321,hold,279281,291859,428860
19381,hold,291515,292919,415566
19441,hold,313834,300287,385879
19501,hold,296800,298159,405041
19561,hold,265374,289612,445014
19621,hold,289745,296905,413350
19681,hold,296132,304505,399363
19741,hold,278034,289334,432633
19801,hold,304890,288135,406975
19861,hold,293396,298940,407665
19921,hold,292012,294076,413912
19981,hold,285290,301706,413004
20041,hold,299324,301811,398864
20101,hold,292162,301206,406632
20161,hold,303026,277195,419779
20221,hold,290391,293207,416401
20281,hold,287499,285568,426933
20341,hold,294657,297101,408243
20401,hold,309391,303201,387407
20461,hold,307272,292150,400578
20521,hold,313609,293985,392406
20581,hold,296313,302626,401062
20641,hold,298251,296809,404940
20701,hold,307620,310354,382026
20761,hold,301385,303376,395240
20821,hold,284946,292949,422105
20881,hold,286458,293824,419718
20941,hold,291828,292001,416170
21001,hold,292131,295831,412037
21061,hold,295766,302458,401776
21121,hold,287585,294209,418205
21181,hold,294402,289540,416058
21241,hold,290538,294001,415462
21301,hold,299235,295199,405566
21361,hold,303790,302892,393318
21421,hold,299650,291244,409106
21481,hold,288418,297274,414309
21541,hold,297145,298008,404847
21601,hold,291930,291541,416529
21661,hold,292402,278785,428813
21721,hold,296250,290987,412763
21781,hold,291525,298618,409857
21841,hold,308262,292266,399471
21901,hold,289780,275172,435048
21961,hold,290648,287296,422056
22021,hold,289394,300637,409970
22081,hold,300212,296635,403152
22141,hold,291433,299819,408747
22201,hold,302488,293807,403705
22261,hold,296765,299734,403501
22321,hold,302199,293152,404649
22381,hold,298855,295103,406042
22441,hold,289076,283014,427909
22501,hold,291839,296873,411288
22561,hold,292250,295309,412441
22621,hold,290451,302611,406938
22681,hold,287207,289086,423707
22741,hold,291018,292787,416195
22801,hold,299799,296194,404007
22861,hold,297139,292392,410469
22921,hold,290723,297462,411815
22981,hold,286292,289868,423840
23041,hold,287705,285327,426968
23101,hold,305573,304543,389884
23161,hold,297484,296292,406224
23221,hold,300381,300948,398671
23281,hold,305849,289970,404181
23341,hold,299465,301293,399242
23401,hold,301371,294738,403891
23461,hold,312249,295049,392702
23521,hold,297940,301975,400086
23581,hold,289528,303108,407364
23641,hold,316965,293461,389574
23701,hold,289411,287348,423241
23761,hold,304057,304673,391269
23821,hold,297139,300392,402469
23881,hold,285950,288793,425257
23941,hold,284575,302354,413071
24001,hold,288653,295498,415850
24061,hold,279627,301070,419303
24121,hold,278609,279311,442080
24181,hold,284490,292960,422550
24241,hold,297952,293091,408956
24301,hold,287827,302345,409828
24361,hold,297161,301474,401365
24421,hold,287363,292040,420597
24481,hold,293355,283974,422671
24541,hold,285521,279564,434916
24601,hold,299808,293102,407090
24661,hold,297213,297789,404998
24721,hold,287283,288654,424063
24781,hold,300162,302188,397649
24841,hold,283853,286574,429573
24901,hold,293310,299375,407316
24961,hold,296617,298475,404908
25021,hold,293541,311964,394495
25081,hold,293937,298821,407243
25141,hold,298895,294353,406753
25201,hold,280233,300056,419711
25261,hold,305146,293208,401646
25321,hold,289643,296993,413364
25381,hold,255063,318579,426358
25441,hold,300865,296440,402696
25501,hold,300884,296268,402848
25561,hold,282873,287311,429816
25621,hold,300358,295316,404325
25681,hold,308051,303874,388075
25741,hold,294817,300839,404344
25801,hold,288519,292241,419241
25861,hold,300732,302153,397115
25921,hold,282867,283167,433966
25981,hold,284906,285515,429579
26041,hold,294424,296832,408744
26101,hold,294359,296560,409081
26161,hold,300124,299326,400550
26221,hold,302122,294854,403024
26281,hold,303851,302776,393374
26341,hold,297778,292098,410124
26401,hold,287078,293308,419614
26461,hold,302230,298442,399329
26521,hold,281609,285055,433335
26581,hold,307406,295716,396878
26641,hold,279364,276272,444364
26701,hold,298366,297584,404050
26761,hold,284642,288540,426818
26821,hold,293131,303602,403266
26881,hold,297172,298499,404329
26941,hold,307044,296313,396643
27001,hold,298323,295924,405753
27061,hold,289199,298089,412712
27121,hold,295659,298251,406090
27181,hold,302441,309230,388328
27241,hold,281332,293345,425323
27301,hold,301348,286499,412153
27361,hold,292739,279787,427475
27421,hold,302386,295236,402378
27481,hold,295459,296098,408443
27541,hold,290619,295307,414074
27601,hold,304690,298499,396811
27661,hold,286893,291381,421727
27721,hold,292756,292766,414478
27781,hold,296807,300382,402811
27841,hold,301536,297301,401163
27901,hold,294027,299383,406590
27961,hold,299194,295014,405792
28021,hold,292430,294067,413503
28081,hold,294932,298095,406973
28141,hold,275956,281993,442050
28201,hold,273236,285829,440934
28261,hold,292369,303887,403745
28321,hold,290670,291646,417684
28381,hold,277205,292221,430573
28441,hold,306836,300020,393143
28501,hold,281403,289397,429200
28561,hold,290563,289532,419905
28621,hold,295908,303755,400337
28681,hold,291933,295138,412930
28741,hold,281949,290706,427345
28801,hold,289232,283947,426821
28861,hold,293855,292736,413409
28921,hold,296123,286467,417410
28981,hold,291731,298402,409868
29041,hold,288548,290242,421210
29101,hold,286085,284457,429458
29161,hold,283372,284612,432016
29221,hold,290043,295587,414370
29281,hold,288791,290341,420868
29341,hold,302071,304241,393688
29401,hold,278721,292835,428445
29461,hold,288414,295320,416266
29521,hold,302474,294078,403448
29581,hold,299444,295642,404914
29641,hold,287358,290679,421962
29701,hold,290306,305664,404030
29761,hold,290073,299622,410305
29821,hold,290038,298999,410964
29881,hold,295699,294852,409448
29941,hold,287904,295779,416317
30001,hold,286909,298162,414929
30061,hold,285243,290262,424495
30121,hold,290532,295081,414387
30181,hold,291640,291805,416555
30241,hold,275419,260504,464077
30301,hold,283036,284305,432660
30361,hold,300153,290129,409717
30421,hold,294945,301886,403168
30481,hold,305618,289672,404710
30541,hold,305354,289313,405333
30601,hold,275737,287482,436782
30661,hold,286886,282134,430980
30721,hold,305167,299341,395492
30781,hold,290196,304293,405511
30841,hold,290733,294196,415071
