sequence,action,long_probability_ppm,short_probability_ppm,hold_probability_ppm
55516,hold,292062,313310,394628
55576,hold,283296,299583,417121
55636,hold,297134,297512,405354
55696,hold,279571,304772,415657
55756,hold,278537,296943,424519
55816,hold,288214,304553,407233
55876,hold,283253,304471,412275
55936,hold,293031,309776,397193
55996,hold,285051,292384,422565
56056,hold,295891,307572,396537
56116,hold,293795,314774,391432
56176,hold,290399,300661,408940
56236,hold,290741,312315,396943
56296,hold,289470,310713,399817
56356,hold,282593,296062,421345
56416,hold,286813,300828,412360
56476,hold,283635,306256,410109
56536,hold,284745,296174,419081
56596,hold,291631,309824,398545
56656,hold,282554,302718,414728
56716,hold,290052,306812,403136
56776,hold,284260,302175,413565
56836,hold,289620,302732,407647
56896,hold,284115,293933,421951
56956,hold,281217,301030,417754
57016,hold,304623,307526,387852
57076,hold,281951,305560,412489
57136,hold,288158,305872,405970
57196,hold,285302,297405,417294
57256,hold,285445,303003,411552
57316,hold,286334,303198,410468
57376,hold,300104,317104,382792
57436,hold,291704,316255,392041
57496,hold,289478,302321,408201
57556,hold,279625,331956,388419
57616,hold,292484,306693,400823
57676,hold,286240,300923,412837
57736,hold,286042,308385,405573
57796,hold,307626,304736,387638
57856,hold,293221,306005,400773
57916,hold,285208,300365,414426
57976,hold,291385,310698,397918
58036,hold,282299,300246,417456
58096,hold,293160,307828,399013
58156,hold,313346,303865,382789
58216,hold,294769,307803,397428
58276,hold,293015,307946,399039
58336,hold,289712,305341,404948
58396,hold,295069,307889,397042
58456,hold,285164,307008,407827
58516,hold,289776,309319,400905
58576,hold,288695,302396,408909
58636,hold,290743,308269,400988
58696,hold,284735,300218,415047
58756,hold,299558,316009,384433
58816,hold,301884,306125,391991
58876,hold,291350,302636,406014
58936,hold,306912,304275,388813
58996,hold,288617,298130,413253
59056,hold,298127,315582,386291
59116,hold,287882,309739,402380
59176,hold,285984,299347,414670
59236,hold,273145,289351,437503
59296,hold,287054,321292,391654
59356,hold,291028,305703,403269
59416,hold,283256,310796,405948
59476,hold,275733,298869,425398
59536,hold,284766,311353,403880
59596,hold,283944,301235,414821
59656,hold,281457,300922,417621
59716,hold,305871,311229,382900
59776,hold,286531,305603,407866
59836,hold,297249,307392,395360
59896,hold,281009,292637,426353
59956,hold,299820,299496,400683
60016,hold,291494,303661,404845
60076,hold,289910,312955,397135
60136,hold,295485,306293,398221
60196,hold,289702,300308,409990
60256,hold,285622,304005,410373
60316,hold,290112,303431,406457
60376,hold,288364,302866,408770
60436,hold,281818,312439,405743
60496,hold,292835,313435,393730
60556,hold,283978,299296,416727
60616,hold,284243,302733,413025
60676,hold,290382,304568,405049
60736,hold,292455,311900,395645
60796,hold,301332,309869,388799
60856,hold,290521,315719,393760
60916,hold,293806,309891,396303
60976,hold,287452,315150,397398
61036,hold,295951,308525,395523
61096,hold,282925,285858,431218
61156,hold,303725,303220,393055
61216,hold,292331,304686,402984
61276,hold,294144,316228,389628
61336,hold,292176,307437,400387
61396,hold,289131,301106,409763
61456,hold,286139,307262,406599
61516,hold,286293,298728,414979
61576,hold,284319,299353,416328
61636,hold,291649,304098,404252
61696,hold,289250,309611,401139
61756,hold,300919,309998,389083
61816,hold,294023,309765,396212
61876,hold,284307,310678,405015
61936,hold,294315,312949,392736
61996,hold,289046,310335,400620
62056,hold,294436,303924,401640
62116,hold,284922,302364,412714
62176,hold,287125,298721,414155
62236,hold,281874,303571,414555
62296,hold,284350,298510,417140
62356,hold,289120,304527,406352
62416,hold,284435,298022,417543
62476,hold,286891,316308,396801
62536,hold,298507,304794,396699
62596,hold,284324,298787,416889
62656,hold,288460,304766,406774
62716,hold,291217,311881,396902
62776,hold,297553,301136,401311
62836,hold,287543,307961,404496
62896,hold,290393,306461,403146
62956,hold,291299,309013,399688
63016,hold,306698,303688,389614
63076,hold,284249,304761,410990
63136,hold,290673,308181,401145
63196,hold,281706,302704,415590
63256,hold,283610,304149,412241
63316,hold,289333,302202,408465
63376,hold,284514,298946,416539
63436,hold,289608,304390,406003
63496,hold,292293,307450,400257
63556,hold,276748,298782,424471
63616,hold,296718,306700,396582
63676,hold,296063,301079,402859
63736,hold,294229,308985,396786
63796,hold,299238,313110,387651
63856,hold,291780,308535,399685
63916,hold,287171,312010,400818
63976,hold,291468,301034,407498
64036,hold,294776,307947,397278
64096,hold,293265,304707,402028
64156,hold,290699,309591,399710
64216,hold,286557,299693,413750
64276,hold,285292,297921,416787
64336,hold,286233,308368,405400
64396,hold,283739,302871,413390
64456,hold,288326,292529,419144
64516,hold,289044,311271,399686
64576,hold,302925,304651,392424
64636,hold,298444,293226,408330
64696,hold,285456,304431,410113
64756,hold,305732,302941,391327
64816,hold,298430,306778,394792
64876,hold,289026,308529,402445
64936,hold,287830,310133,402037
64996,hold,284071,306665,409264
65056,hold,291303,312707,395990
65116,hold,292756,309037,398208
65176,hold,286698,299343,413959
65236,hold,293136,306946,399918
65296,hold,295512,311549,392939
65356,hold,288829,317120,394051
65416,hold,294627,307272,398101
65476,hold,288240,312692,399068
65536,hold,283443,305126,411430
65596,hold,283679,303186,413134
65656,hold,299438,315705,384857
65716,hold,285733,302961,411306
65776,hold,303710,303425,392865
65836,hold,279906,308289,411805
65896,hold,287582,303473,408945
65956,hold,286770,312897,400333
66016,hold,290200,315397,394404
66076,hold,291237,312776,395987
66136,hold,293476,299304,407219
66196,hold,289606,305094,405300
66256,hold,297944,305595,396461
66316,hold,291612,305064,403324
66376,hold,290606,307713,401681
66436,hold,286830,308183,404987
66496,hold,291915,314176,393909
66556,hold,289602,293874,416524
66616,hold,291747,314543,393709
66676,hold,298118,310431,391451
66736,hold,287999,314803,397198
66796,hold,287230,306884,405886
66856,hold,287539,314711,397750
66916,hold,292365,317163,390472
66976,hold,284787,313086,402127
67036,hold,296109,307478,396412
67096,hold,292373,309312,398315
67156,hold,295348,306306,398346
67216,hold,290511,312604,396884
67276,hold,303173,311033,385794
67336,hold,280366,291934,427700
67396,hold,301404,303596,394999
67456,hold,283899,298537,417564
67516,hold,282509,299636,417856
67576,hold,283158,313554,403288
67636,hold,283619,305435,410946
67696,hold,290723,309527,399750
67756,hold,286797,309596,403606
67816,hold,273726,290007,436268
67876,hold,275539,289756,434705
67936,hold,291320,304529,404150
67996,hold,290360,312534,397106
68056,hold,290406,311127,398467
68116,hold,287403,304440,408157
68176,hold,286875,308434,404691
68236,hold,290620,306530,402850
68296,hold,287551,310907,401541
68356,hold,289105,299518,411377
68416,hold,285476,303561,410962
68476,hold,283819,300819,415362
68536,hold,289341,303086,407573
68596,hold,292954,300482,406564
68656,hold,293099,303571,403329
68716,hold,290331,303698,405971
68776,hold,290277,308757,400966
68836,hold,289902,305575,404523
68896,hold,286602,306618,406780
68956,hold,290646,307940,401414
69016,hold,289978,303752,406270
69076,hold,284512,305087,410400
69136,hold,287400,306314,406286
69196,hold,285730,302382,411889
69256,hold,275336,298498,426166
69316,hold,296403,311831,391766
69376,hold,286801,312585,400614
69436,hold,288362,312989,398649
69496,hold,295176,304155,400668
69556,hold,296607,310391,393001
69616,hold,287068,304535,408397
69676,hold,291649,307409,400941
69736,hold,282915,309904,407181
69796,hold,287228,303517,409256
69856,hold,299677,304509,395814
69916,hold,294059,313040,392900
69976,hold,297225,306723,396052
70036,hold,280679,301225,418097
70096,hold,286601,303143,410255
70156,hold,285560,304538,409902
70216,hold,285220,310989,403791
70276,hold,284378,310501,405121
70336,hold,291806,308487,399707
70396,hold,285259,298884,415857
70456,hold,291240,303385,405375
70516,hold,285414,311531,403055
70576,hold,286049,300783,413168
70636,hold,287746,303332,408923
70696,hold,277216,301472,421312
70756,hold,282218,303637,414145
70816,hold,294032,311226,394742
70876,hold,288702,301553,409745
70936,hold,289250,318151,392598
70996,hold,288990,319029,391981
71056,hold,298187,307596,394217
71116,hold,287418,308275,404307
71176,hold,280037,337695,382269
71236,hold,300651,315591,383758
71296,hold,282810,301083,416107
71356,hold,293702,310392,395906
71416,hold,281420,298856,419724
71476,hold,303296,306790,389914
71536,hold,282072,301942,415986
71596,hold,284106,305653,410241
71656,hold,293121,311979,394900
71716,hold,289343,302598,408060
71776,hold,300483,308128,391388
71836,hold,295524,310274,394203
71896,hold,282297,301219,416484
71956,hold,294597,302902,402501
72016,hold,286338,313655,400007
72076,hold,284488,312207,403306
72136,hold,289490,312644,397865
72196,hold,277707,308900,413393
72256,hold,290295,319458,390247
72316,hold,295460,304706,399834
72376,hold,297532,303674,398794
72436,hold,301277,307078,391645
72496,hold,270007,274593,455400
72556,hold,282223,306897,410880
72616,hold,298555,312437,389008
72676,hold,281306,300297,418398
72736,hold,289863,297278,412859
72796,hold,291638,316209,392154
72856,hold,288911,318142,392947
72916,hold,287532,296592,415876
72976,hold,285645,300306,414049
73036,hold,295387,315806,388807
73096,hold,292095,308592,399313
73156,hold,291346,307110,401544
73216,hold,292467,309343,398190
73276,hold,289299,300874,409826
73336,hold,286328,301125,412547
73396,hold,288106,305114,406780
73456,hold,290749,311231,398020
73516,hold,285030,300990,413980
73576,hold,285710,304179,410111
73636,hold,289192,309363,401446
73696,hold,291953,317888,390158
73756,hold,296123,303289,400588
73816,hold,293837,316234,389929
73876,hold,298980,319629,381391
73936,hold,283552,299847,416601
73996,hold,290291,305124,404585
74056,hold,294508,312234,393258
74116,hold,289723,316123,394155
74176,hold,301212,305791,392997
74236,hold,284265,306671,409064
74296,hold,286040,305443,408518
74356,hold,289325,308098,402577
74416,hold,285440,292572,421988
74476,hold,292445,314397,393158
74536,hold,280549,299941,419510
74596,hold,282850,299222,417928
74656,hold,293429,299044,407526
74716,hold,289854,307374,402772
74776,hold,287690,313072,399238
74836,hold,292925,308653,398422
74896,hold,294396,301775,403829
74956,hold,291651,306049,402300
75016,hold,297599,308277,394124
75076,hold,292024,305176,402800
75136,hold,294278,306268,399454
75196,hold,296992,307033,395974
75256,hold,293727,302439,403834
75316,hold,291466,308053,400481
75376,hold,284709,301425,413866
75436,hold,282389,305693,411917
75496,hold,291915,314295,393790
75556,hold,285520,295455,419025
75616,hold,291752,309479,398769
75676,hold,305998,302902,391101
75736,hold,292555,309365,398080
75796,hold,288404,317084,394513
75856,hold,295044,307458,397498
75916,hold,286145,304124,409731
75976,hold,287309,295546,417145
76036,hold,294188,307785,398027
76096,hold,292782,309230,397988
76156,hold,293590,302448,403962
76216,hold,282546,306359,411095
76276,hold,295258,304290,400452
76336,hold,285669,311018,403313
76396,hold,285789,311286,402925
76456,hold,287005,306463,406532
76516,hold,300419,300599,398982
76576,hold,286587,308728,404685
76636,hold,293657,297865,408478
76696,hold,292654,315073,392273
76756,hold,292602,304125,403272
76816,hold,279617,310701,409681
76876,hold,282914,300472,416614
76936,hold,294736,312456,392808
76996,hold,291931,313749,394320
77056,hold,286745,304493,408763
77116,hold,281997,303243,414760
77176,hold,282376,302875,414749
77236,hold,286579,303602,409819
77296,hold,288966,300729,410305
77356,hold,291762,306186,402051
77416,hold,285593,308371,406036
77476,hold,287298,309764,402938
77536,hold,279479,313908,406614
77596,hold,303619,306790,389591
77656,hold,284565,297284,418151
77716,hold,289891,306549,403560
77776,hold,279745,308048,412207
77836,hold,281174,302977,415849
77896,hold,295546,305749,398705
77956,hold,290828,304804,404368
78016,hold,299154,312986,387860
78076,hold,295398,305603,398999
78136,hold,290621,307100,402279
78196,hold,276606,298030,425364
78256,hold,293646,305859,400495
78316,hold,288187,303605,408208
78376,hold,296176,308643,395181
78436,hold,288247,304776,406977
78496,hold,283101,305267,411632
78556,hold,299539,307519,392942
78616,hold,287883,304908,407209
78676,hold,293203,303632,403165
78736,hold,290571,306133,403296
78796,hold,297219,306144,396637
78856,hold,288730,307169,404101
78916,hold,289560,306224,404216
78976,hold,298003,308572,393424
79036,hold,289710,306332,403958
79096,hold,298854,306280,394866
79156,hold,281068,295960,422971
79216,hold,281163,297580,421257
79276,hold,296552,302822,400626
79336,hold,285269,301169,413561
79396,hold,287968,305577,406456
79456,hold,297752,304864,397385
79516,hold,297998,307507,394494
79576,hold,291040,309767,399193
79636,hold,291200,312745,396054
79696,hold,294844,300456,404701
79756,hold,286203,296160,417637
79816,hold,287970,306128,405902
79876,hold,287552,303418,409030
79936,hold,287073,306007,406920
79996,hold,279946,302718,417336
80056,hold,292927,305269,401805
80116,hold,292095,301796,406108
80176,hold,288179,303041,408780
80236,hold,282086,298708,419207
80296,hold,288807,305261,405932
80356,hold,291990,302295,405715
80416,hold,293383,302859,403758
80476,hold,297051,302071,400878
80536,hold,284061,301012,414927
80596,hold,283241,316218,400541
80656,hold,292429,302420,405150
80716,hold,292520,303271,404209
80776,hold,294225,313031,392744
80836,hold,286558,305223,408219
80896,hold,295784,314839,389377
80956,hold,298094,309749,392157
81016,hold,290967,302358,406675
81076,hold,292367,306065,401568
81136,hold,286416,302614,410971
81196,hold,297071,312648,390281
81256,hold,279812,298077,422110
81316,hold,277341,292629,430030
81376,hold,293118,308766,398117
81436,hold,286857,302131,411012
81496,hold,289579,308163,402257
81556,hold,286988,302463,410550
81616,hold,292926,310166,396907
81676,hold,296137,312979,390884
81736,hold,284051,300048,415901
81796,hold,291518,307050,401432
81856,hold,286678,303395,409927
81916,hold,296198,302048,401755
81976,hold,284951,298529,416520
82036,hold,288946,308236,402818
82096,hold,284844,298880,416277
82156,hold,290346,305351,404304
82216,hold,301235,305327,393439
82276,hold,297072,309653,393275
82336,hold,286203,303334,410463
82396,hold,295287,305661,399052
82456,hold,281490,295510,423000
82516,hold,296523,304655,398822
82576,hold,283344,297939,418717
82636,hold,287262,301598,411141
82696,hold,289771,302767,407461
82756,hold,285964,303926,410111
82816,hold,289168,311324,399508
82876,hold,296081,303500,400419
82936,hold,285568,310241,404191
82996,hold,289499,302513,407988
83056,hold,291555,311063,397382
83116,hold,285672,297741,416587
83176,hold,277748,299409,422843
83236,hold,285593,299521,414886
83296,hold,293446,306254,400299
83356,hold,293531,307922,398546
83416,hold,287401,307679,404920
83476,hold,300667,302299,397034
83536,hold,287372,306382,406247
83596,hold,285263,316288,398449
83656,hold,291069,311983,396948
83716,hold,288736,299818,411446
83776,hold,287960,299339,412701
83836,hold,290273,299337,410390
83896,hold,294107,307342,398552
83956,hold,285236,298260,416504
84016,hold,288438,298560,413002
84076,hold,286982,305212,407806
84136,hold,285554,302330,412116
84196,hold,301771,309272,388957
84256,hold,285855,303547,410598
84316,hold,284108,308584,407308
84376,hold,284967,304597,410436
84436,hold,302779,305426,391795
84496,hold,284220,306753,409027
84556,hold,274897,300833,424270
84616,hold,289412,303986,406602
84676,hold,289597,308068,402335
84736,hold,288884,301210,409906
84796,hold,296167,308907,394926
84856,hold,289589,309456,400955
84916,hold,285000,294739,420261
84976,hold,289847,308630,401523
85036,hold,294622,307622,397756
85096,hold,292688,308365,398947
85156,hold,290428,314368,395205
85216,hold,295012,305018,399969
85276,hold,277148,292539,430313
85336,hold,278335,293914,427751
85396,hold,286128,295953,417919
85456,hold,305389,308598,386013
85516,hold,296045,309286,394669
85576,hold,284758,298069,417173
85636,hold,291496,309298,399206
85696,hold,293552,301821,404628
85756,hold,281312,296091,422597
85816,hold,287337,307306,405357
85876,hold,292740,311249,396011
85936,hold,292340,305998,401662
85996,hold,284660,297801,417539
86056,hold,287179,297832,414988
86116,hold,287993,303510,408497
86176,hold,287249,301342,411409
86236,hold,288067,295392,416542
86296,hold,284794,304174,411031
86356,hold,286361,305725,407915
86416,hold,285036,307960,407005
86476,hold,287534,304839,407627
86536,hold,270328,336148,393524
86596,hold,289799,301969,408233
86656,hold,292738,304664,402598
86716,hold,290247,307146,402608
86776,hold,283231,302392,414377
86836,hold,279556,307037,413407
86896,hold,289942,297285,412773
86956,hold,292957,304522,402522
87016,hold,281411,290385,428204
87076,hold,287809,305320,406872
87136,hold,284215,309208,406577
87196,hold,281197,303105,415698
87256,hold,288569,305726,405704
87316,hold,289919,300841,409240
87376,hold,299646,300215,400140
87436,hold,288066,302166,409768
87496,hold,284997,310353,404649
87556,hold,286025,310114,403861
87616,hold,294814,310569,394617
87676,hold,281999,302754,415247
87736,hold,292593,306847,400560
87796,hold,287050,298086,414863
87856,hold,280646,295431,423923
87916,hold,289630,301322,409048
87976,hold,295983,303677,400340
88036,hold,289611,310581,399808
88096,hold,284126,304401,411473
88156,hold,281283,301721,416995
88216,hold,286801,304177,409022
88276,hold,291848,307436,400716
88336,hold,286207,303377,410416
88396,hold,291368,302700,405933
88456,hold,289959,303344,406697
88516,hold,285225,303382,411393
88576,hold,291841,305682,402477
88636,hold,289893,302115,407992
88696,hold,281924,309147,408929
88756,hold,286731,316631,396638
88816,hold,289862,296772,413366
88876,hold,280157,297637,422206
88936,hold,295373,309728,394899
88996,hold,285441,302937,411622
89056,hold,294770,305481,399749
89116,hold,291222,309671,399107
89176,hold,294852,301915,403233
89236,hold,286768,308639,404593
89296,hold,298038,305859,396103
89356,hold,296924,300657,402420
89416,hold,289842,305627,404531
89476,hold,284766,302501,412733
89536,hold,283031,304128,412841
89596,hold,288978,296717,414306
89656,hold,290253,306440,403306
89716,hold,288849,306848,404303
89776,hold,285714,308140,406146
89836,hold,282341,296364,421295
89896,hold,296226,311891,391883
89956,hold,280876,300525,418599
90016,hold,288748,311214,400038
90076,hold,288314,307625,404061
90136,hold,296474,305701,397825
90196,hold,284288,301958,413753
90256,hold,293444,301593,404963
90316,hold,293216,309711,397074
90376,hold,287927,298787,413286
90436,hold,291241,308518,400241
90496,hold,288146,308858,402996
90556,hold,299799,310791,389409
90616,hold,296657,303585,399758
90676,hold,282517,297897,419586
90736,hold,284820,302374,412805
90796,hold,296879,305589,397532
90856,hold,289934,305566,404499
90916,hold,289446,303711,406842
90976,hold,289584,299193,411223
91036,hold,287505,302949,409546
91096,hold,296654,302882,400464
91156,hold,283743,299207,417050
91216,hold,288360,300273,411368
91276,hold,288024,301247,410729
91336,hold,299311,307053,393636
91396,hold,286538,303576,409886
91456,hold,285042,306437,408520
91516,hold,289016,303220,407764
91576,hold,277914,296233,425853
91636,hold,288171,301869,409960
91696,hold,293783,304968,401249
91756,hold,296252,306580,397167
91816,hold,288262,312413,399325
91876,hold,286934,306894,406171
91936,hold,283775,301667,414558
91996,hold,282462,299903,417635
92056,hold,280520,294708,424772
92116,hold,286837,300529,412634
92176,hold,293465,307120,399415
92236,hold,290605,307496,401899
92296,hold,286935,300636,412429
92356,hold,296079,305835,398086
92416,hold,299438,307820,392742
92476,hold,286702,311269,402029
92536,hold,294111,312808,393081
92596,hold,299086,313839,387075
92656,hold,301075,308896,390029
92716,hold,286463,306592,406945
92776,hold,294607,302090,403303
92836,hold,291607,307649,400743
92896,hold,287362,302407,410231
92956,hold,297865,306547,395588
93016,hold,284715,308901,406384
93076,hold,284730,309496,405774
93136,hold,289129,309407,401465
93196,hold,289386,300854,409760
93256,hold,291826,306460,401714
93316,hold,286246,301799,411955
93376,hold,288260,303863,407877
93436,hold,295765,308218,396016
93496,hold,285312,300462,414226
93556,hold,298006,306940,395054
93616,hold,287321,305808,406870
93676,hold,291886,298158,409957
93736,hold,279755,295872,424373
93796,hold,286108,304223,409669
93856,hold,291434,308366,400200
93916,hold,295807,314605,389589
93976,hold,288708,306444,404848
94036,hold,287819,305243,406938
94096,hold,288112,302528,409360
94156,hold,284869,306495,408636
94216,hold,287836,305342,406822
94276,hold,288723,306352,404925
94336,hold,287305,307389,405306
94396,hold,285440,302483,412077
94456,hold,285070,292112,422818
94516,hold,288116,308682,403203
94576,hold,288942,303093,407965
94636,hold,291799,307143,401058
94696,hold,285239,304124,410637
94756,hold,280979,298709,420312
94816,hold,286204,292877,420919
94876,hold,291617,313324,395059
94936,hold,288503,308051,403446
94996,hold,290134,305235,404631
95056,hold,281133,299243,419624
95116,hold,287399,308548,404053
95176,hold,285644,299893,414464
95236,hold,298840,303512,397648
95296,hold,286683,306228,407089
95356,hold,281937,308279,409784
95416,hold,273301,326430,400270
95476,hold,283946,299228,416826
95536,hold,287291,307640,405069
95596,hold,288157,308311,403532
95656,hold,300359,299332,400309
95716,hold,288440,310620,400940
95776,hold,293284,306566,400150
95836,hold,279629,297188,423183
95896,hold,286533,301927,411540
95956,hold,291322,306594,402084
96016,hold,288697,307172,404131
96076,hold,287825,305236,406939
96136,hold,292966,308792,398242
96196,hold,284563,296150,419287
96256,hold,294520,304469,401012
96316,hold,292024,308373,399604
96376,hold,291714,310510,397777
96436,hold,296430,309581,393989
96496,hold,308541,310654,380805
96556,hold,289026,303132,407842
96616,hold,288135,306984,404882
96676,hold,290887,313244,395869
96736,hold,289114,310979,399907
96796,hold,294533,301156,404311
96856,hold,287266,305686,407048
96916,hold,291308,311211,397481
96976,hold,296092,307251,396657
97036,hold,293626,304530,401844
97096,hold,292110,309324,398566
97156,hold,286473,302539,410988
97216,hold,300241,305807,393952
97276,hold,300005,316687,383307
97336,hold,288916,296191,414893
97396,hold,285504,304867,409629
97456,hold,295411,304230,400358
97516,hold,291055,308293,400652
97576,hold,287685,296670,415645
97636,hold,286172,304744,409084
97696,hold,294509,301974,403518
97756,hold,288648,306530,404822
97816,hold,292585,309464,397951
97876,hold,283065,299888,417048
97936,hold,289857,307335,402808
97996,hold,288144,300039,411817
98056,hold,295323,311809,392867
98116,hold,286022,300289,413689
98176,hold,284549,304587,410864
98236,hold,285645,313675,400680
98296,hold,288308,304815,406876
98356,hold,280688,294988,424324
98416,hold,305085,303811,391104
98476,hold,295375,308021,396604
98536,hold,284881,303500,411619
98596,hold,292634,306109,401258
98656,hold,285980,303347,410673
98716,hold,295114,301534,403352
98776,hold,282147,302455,415399
98836,hold,288599,296907,414494
98896,hold,285849,301881,412270
98956,hold,289295,304546,406160
99016,hold,300155,307972,391872
99076,hold,292883,294957,412160
99136,hold,294594,308860,396545
99196,hold,287693,293419,418888
99256,hold,285833,301010,413157
99316,hold,291027,303850,405123
99376,hold,284093,295632,420275
99436,hold,285779,305802,408418
99496,hold,285282,300466,414252
99556,hold,293058,304893,402048
99616,hold,292590,306592,400818
99676,hold,300572,306040,393387
99736,hold,285726,305663,408611
99796,hold,289126,317626,393248
99856,hold,295897,307493,396610
99916,hold,294479,306806,398716
99976,hold,285176,309526,405298
100036,hold,295960,308768,395272
100096,hold,297680,304752,397568
100156,hold,290876,303554,405570
100216,hold,288646,305488,405866
100276,hold,295736,305465,398800
100336,hold,283388,296809,419803
100396,hold,287311,300331,412357
100456,hold,298399,308278,393323
100516,hold,283212,298128,418661
100576,hold,285963,311083,402954
100636,hold,295527,301478,402995
100696,hold,280540,298315,421145
100756,hold,284799,305614,409587
100816,hold,304180,310915,384905
100876,hold,282640,309294,408065
100936,hold,280100,298302,421598
100996,hold,280008,295243,424749
101056,hold,292773,305656,401570
101116,hold,281432,298319,420250
101176,hold,272562,288721,438717
101236,hold,288801,301372,409828
101296,hold,288376,302663,408961
101356,hold,279610,298370,422019
101416,hold,288890,304154,406956
101476,hold,297509,308272,394219
101536,hold,294138,307872,397990
101596,hold,278202,297713,424085
101656,hold,287072,311842,401087
101716,hold,291251,302483,406266
101776,hold,297208,303342,399450
101836,hold,292678,311982,395340
101896,hold,290082,300477,409441
101956,hold,295948,305005,399047
102016,hold,282887,300420,416693
102076,hold,314304,312344,373352
102136,hold,293265,310826,395909
102196,hold,277287,298233,424479
102256,hold,292139,308693,399167
102316,hold,287073,303725,409202
102376,hold,287590,310756,401654
102436,hold,290536,300384,409081
102496,hold,294356,301764,403881
102556,hold,295833,308576,395591
102616,hold,289783,301701,408516
102676,hold,296612,304706,398682
102736,hold,286669,302616,410714
102796,hold,289385,302248,408367
102856,hold,289612,312330,398058
102916,hold,286697,299943,413360
102976,hold,292247,307362,400391
103036,hold,286357,299863,413779
103096,hold,292306,299774,407921
103156,hold,284242,299974,415784
103216,hold,279863,295463,424674
103276,hold,286031,302600,411369
103336,hold,291043,304241,404716
103396,hold,280853,295290,423857
103456,hold,292625,310708,396667
103516,hold,288866,304365,406769
103576,hold,285375,307271,407354
103636,hold,278555,297639,423806
103696,hold,286665,301948,411388
103756,hold,278716,301239,420045
103816,hold,298587,298944,402469
103876,hold,297022,311900,391078
103936,hold,295043,306349,398608
103996,hold,298910,299300,401791
104056,hold,282535,301326,416140
104116,hold,292081,312559,395360
104176,hold,301096,312185,386719
104236,hold,291244,308493,400264
104296,hold,292288,309154,398558
104356,hold,276521,290562,432917
104416,hold,287326,303398,409276
104476,hold,286312,309214,404474
104536,hold,284946,298739,416315
104596,hold,294514,304741,400745
104656,hold,287597,304609,407795
104716,hold,286151,298981,414868
104776,hold,292679,305879,401442
104836,hold,288662,309790,401548
104896,hold,285568,313862,400570
104956,hold,285271,306880,407849
105016,hold,305217,311296,383486
105076,hold,292756,296805,410439
105136,hold,283770,311295,404934
105196,hold,296346,304951,398703
105256,hold,292684,303966,403351
105316,hold,297195,298088,404717
105376,hold,289250,305625,405125
105436,hold,284017,317627,398356
105496,hold,296406,299690,403904
105556,hold,286223,304432,409345
105616,hold,290325,308726,400949
105676,hold,295781,301926,402293
105736,hold,286605,310049,403346
105796,hold,289492,301807,408701
105856,hold,283337,306895,409768
105916,hold,289423,301525,409052
105976,hold,290881,303537,405582
106036,hold,297769,309780,392451
106096,hold,290012,303504,406484
106156,hold,306241,306073,387686
106216,hold,297383,312342,390276
106276,hold,289903,303929,406168
106336,hold,280035,297696,422269
106396,hold,291825,303694,404481
106456,hold,301511,311727,386762
106516,hold,284414,304912,410674
106576,hold,291286,303930,404785
106636,hold,285606,302381,412013
106696,hold,282254,300632,417113
106756,hold,290152,304686,405163
106816,hold,288078,293866,418056
106876,hold,288302,309347,402351
106936,hold,295599,311711,392690
106996,hold,290636,303146,406218
107056,hold,286421,311197,402382
107116,hold,292577,308541,398882
107176,hold,288481,310991,400528
107236,hold,288253,312026,399721
107296,hold,291296,313607,395097
107356,hold,283911,308678,407411
107416,hold,292220,313333,394448
107476,hold,282219,311853,405928
107536,hold,289115,305776,405109
107596,hold,297915,304801,397284
107656,hold,291585,302755,405660
107716,hold,283967,297766,418268
107776,hold,288719,302807,408473
107836,hold,284576,302437,412987
107896,hold,289328,305682,404990
107956,hold,298391,299500,402109
108016,hold,291973,304598,403428
108076,hold,285712,306666,407623
108136,hold,286919,306429,406652
108196,hold,292650,301638,405713
108256,hold,292079,300351,407570
108316,hold,281838,302391,415771
108376,hold,270103,282765,447132
108436,hold,284495,305280,410226
108496,hold,289324,316151,394524
108556,hold,296597,308538,394865
108616,hold,290398,306759,402843
108676,hold,294053,305859,400087
108736,hold,281941,297715,420344
108796,hold,294378,307396,398226
108856,hold,287416,307352,405232
108916,hold,295205,305417,399378
108976,hold,285757,301387,412856
109036,hold,300888,305407,393705
109096,hold,289699,307301,403000
109156,hold,282367,304904,412729
109216,hold,292688,302283,405030
109276,hold,297855,304782,397363
109336,hold,295973,301354,402673
109396,hold,289434,301423,409143
109456,hold,282215,303362,414423
109516,hold,290551,308536,400914
109576,hold,299790,298503,401708
109636,hold,292691,312752,394556
109696,hold,281530,301897,416574
109756,hold,283186,305467,411347
109816,hold,280978,296111,422910
109876,hold,288879,304288,406834
109936,hold,282599,300540,416861
109996,hold,290434,307087,402478
110056,hold,280740,298441,420819
110116,hold,290636,309975,399389
110176,hold,280679,291858,427462
110236,hold,291224,301144,407632
110296,hold,280949,291893,427159
110356,hold,287152,312427,400421
110416,hold,291930,313873,394196
110476,hold,283239,303575,413185
110536,hold,289226,305863,404911
110596,hold,295466,303466,401068
110656,hold,288634,309197,402169
110716,hold,289050,304723,406227
110776,hold,288393,308152,403455
110836,hold,296466,305799,397735
110896,hold,297902,311001,391097
110956,hold,292413,312055,395532
111016,hold,289135,291835,419030
111076,hold,285268,302240,412493
111136,hold,290109,307903,401988
111196,hold,290484,301330,408186
111256,hold,289771,309153,401077
111316,hold,285045,297447,417508
